participantId,trialId,trialOrder,responseId,status,description,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,startTime,endTime
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_abnormal","3","C_bloodGlucose_abnormal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","1.1","1.1","23004","23004","2026-02-19T18:52:29.619Z","2026-02-19T18:52:52.623Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_abnormal","3","C_bloodGlucose_abnormal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","3.2","3.2","23004","23004","2026-02-19T18:52:29.619Z","2026-02-19T18:52:52.623Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_abnormal","3","C_bloodGlucose_abnormal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","No","No","23004","23004","2026-02-19T18:52:29.619Z","2026-02-19T18:52:52.623Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_abnormal","3","C_bloodGlucose_abnormal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","No","No","23004","23004","2026-02-19T18:52:29.619Z","2026-02-19T18:52:52.623Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_abnormal","3","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":3,""keydown"":6,""keyup"":5,""mousemove"":38,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_normal","4","C_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","115","115","17979","17979","2026-02-19T18:52:52.917Z","2026-02-19T18:53:10.896Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_normal","4","C_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","77","77","17979","17979","2026-02-19T18:52:52.917Z","2026-02-19T18:53:10.896Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_normal","4","C_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","17979","17979","2026-02-19T18:52:52.917Z","2026-02-19T18:53:10.896Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_normal","4","C_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","17979","17979","2026-02-19T18:52:52.917Z","2026-02-19T18:53:10.896Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_normal","4","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":3,""keydown"":6,""keyup"":6,""mousemove"":50,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_abnormal","5","D_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","148","148","29852","29852","2026-02-19T18:53:11.315Z","2026-02-19T18:53:41.167Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_abnormal","5","D_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","101","101","29852","29852","2026-02-19T18:53:11.315Z","2026-02-19T18:53:41.167Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_abnormal","5","D_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","29852","29852","2026-02-19T18:53:11.315Z","2026-02-19T18:53:41.167Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_abnormal","5","D_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","29852","29852","2026-02-19T18:53:11.315Z","2026-02-19T18:53:41.167Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_abnormal","5","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":5,""keydown"":10,""keyup"":9,""mousemove"":54,""mousedown"":8,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_normal","6","B_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","4","4","20951","20951","2026-02-19T18:53:41.591Z","2026-02-19T18:54:02.542Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_normal","6","B_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","5","5","20951","20951","2026-02-19T18:53:41.591Z","2026-02-19T18:54:02.542Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_normal","6","B_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","20951","20951","2026-02-19T18:53:41.591Z","2026-02-19T18:54:02.542Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_normal","6","B_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","20951","20951","2026-02-19T18:53:41.591Z","2026-02-19T18:54:02.542Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_normal","6","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":4,""keydown"":9,""keyup"":7,""mousemove"":36,""mousedown"":6,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_normal","7","A_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","137","137","23839","23839","2026-02-19T18:54:02.883Z","2026-02-19T18:54:26.722Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_normal","7","A_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","75.5","75.5","23839","23839","2026-02-19T18:54:02.883Z","2026-02-19T18:54:26.722Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_normal","7","A_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","23839","23839","2026-02-19T18:54:02.883Z","2026-02-19T18:54:26.722Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_normal","7","A_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","23839","23839","2026-02-19T18:54:02.883Z","2026-02-19T18:54:26.722Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_normal","7","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":5,""keydown"":7,""keyup"":7,""mousemove"":31,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_normal","8","D_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","5.6","5.6","41453","41453","2026-02-19T18:54:27.062Z","2026-02-19T18:55:08.515Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_normal","8","D_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","9.2","9.2","41453","41453","2026-02-19T18:54:27.062Z","2026-02-19T18:55:08.515Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_normal","8","D_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","41453","41453","2026-02-19T18:54:27.062Z","2026-02-19T18:55:08.515Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_normal","8","D_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","41453","41453","2026-02-19T18:54:27.062Z","2026-02-19T18:55:08.515Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_normal","8","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":5,""keydown"":7,""keyup"":7,""mousemove"":44,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_abnormal","9","B_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","63","63","11777","11777","2026-02-19T18:55:08.921Z","2026-02-19T18:55:20.698Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_abnormal","9","B_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","94","94","11777","11777","2026-02-19T18:55:08.921Z","2026-02-19T18:55:20.698Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_abnormal","9","B_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","11777","11777","2026-02-19T18:55:08.921Z","2026-02-19T18:55:20.698Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_abnormal","9","B_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","11777","11777","2026-02-19T18:55:08.921Z","2026-02-19T18:55:20.698Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_abnormal","9","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":4,""keydown"":5,""keyup"":5,""mousemove"":32,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","break-component","10","","completed","undefined","100.00","undefined","undefined","undefined","undefined","129316","104312","2026-02-19T18:55:21.079Z","2026-02-19T18:57:30.395Z"
"00995f59-79d4-4822-92a0-1d6157b29555","break-component","10","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":4}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodGlucose_normal","11","A_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","5.2","5.2","17726","17726","2026-02-19T18:57:30.801Z","2026-02-19T18:57:48.527Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodGlucose_normal","11","A_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","6.3","6.3","17726","17726","2026-02-19T18:57:30.801Z","2026-02-19T18:57:48.527Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodGlucose_normal","11","A_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","17726","17726","2026-02-19T18:57:30.801Z","2026-02-19T18:57:48.527Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodGlucose_normal","11","A_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","17726","17726","2026-02-19T18:57:30.801Z","2026-02-19T18:57:48.527Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodGlucose_normal","11","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":5,""keydown"":10,""keyup"":9,""mousemove"":28,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_normal","12","C_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","5.6","5.6","11423","11423","2026-02-19T18:57:48.844Z","2026-02-19T18:58:00.267Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_normal","12","C_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","7.2","7.2","11423","11423","2026-02-19T18:57:48.844Z","2026-02-19T18:58:00.267Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_normal","12","C_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","11423","11423","2026-02-19T18:57:48.844Z","2026-02-19T18:58:00.267Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_normal","12","C_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","11423","11423","2026-02-19T18:57:48.844Z","2026-02-19T18:58:00.267Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodGlucose_normal","12","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":4,""keydown"":5,""keyup"":5,""mousemove"":34,""mousedown"":6,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_abnormal","13","B_bloodGlucose_abnormal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","10","10","10542","10542","2026-02-19T18:58:00.675Z","2026-02-19T18:58:11.217Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_abnormal","13","B_bloodGlucose_abnormal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","2.5","2.5","10542","10542","2026-02-19T18:58:00.675Z","2026-02-19T18:58:11.217Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_abnormal","13","B_bloodGlucose_abnormal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","No","No","10542","10542","2026-02-19T18:58:00.675Z","2026-02-19T18:58:11.217Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_abnormal","13","B_bloodGlucose_abnormal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","No","No","10542","10542","2026-02-19T18:58:00.675Z","2026-02-19T18:58:11.217Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodGlucose_abnormal","13","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":3,""keydown"":5,""keyup"":5,""mousemove"":31,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","7.8","7.8","24454","24454","2026-02-19T18:58:11.586Z","2026-02-19T18:58:36.040Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","13.1","13.1","24454","24454","2026-02-19T18:58:11.586Z","2026-02-19T18:58:36.040Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","No","No","24454","24454","2026-02-19T18:58:11.586Z","2026-02-19T18:58:36.040Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_abnormal","14","D_bloodGlucose_abnormal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","No","No","24454","24454","2026-02-19T18:58:11.586Z","2026-02-19T18:58:36.040Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodGlucose_abnormal","14","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":5,""keydown"":8,""keyup"":7,""mousemove"":39,""mousedown"":5,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_abnormal","15","A_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","147","147","14968","14968","2026-02-19T18:58:36.387Z","2026-02-19T18:58:51.355Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_abnormal","15","A_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","105","105","14968","14968","2026-02-19T18:58:36.387Z","2026-02-19T18:58:51.355Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_abnormal","15","A_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","14968","14968","2026-02-19T18:58:36.387Z","2026-02-19T18:58:51.355Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_abnormal","15","A_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","14968","14968","2026-02-19T18:58:36.387Z","2026-02-19T18:58:51.355Z"
"00995f59-79d4-4822-92a0-1d6157b29555","A_bloodPressure_abnormal","15","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":5,""input"":5,""keydown"":10,""keyup"":9,""mousemove"":26,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_abnormal","16","C_bloodPressure_abnormal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","145","145","17131","17131","2026-02-19T18:58:51.717Z","2026-02-19T18:59:08.848Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_abnormal","16","C_bloodPressure_abnormal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","107","107","17131","17131","2026-02-19T18:58:51.717Z","2026-02-19T18:59:08.848Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_abnormal","16","C_bloodPressure_abnormal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","No","No","17131","17131","2026-02-19T18:58:51.717Z","2026-02-19T18:59:08.848Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_abnormal","16","C_bloodPressure_abnormal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","No","No","17131","17131","2026-02-19T18:58:51.717Z","2026-02-19T18:59:08.848Z"
"00995f59-79d4-4822-92a0-1d6157b29555","C_bloodPressure_abnormal","16","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":7,""keydown"":8,""keyup"":8,""mousemove"":51,""mousedown"":7,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_normal","17","B_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","93","93","11157","11157","2026-02-19T18:59:09.146Z","2026-02-19T18:59:20.303Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_normal","17","B_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","67","67","11157","11157","2026-02-19T18:59:09.146Z","2026-02-19T18:59:20.303Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_normal","17","B_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","11157","11157","2026-02-19T18:59:09.146Z","2026-02-19T18:59:20.303Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_normal","17","B_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","11157","11157","2026-02-19T18:59:09.146Z","2026-02-19T18:59:20.303Z"
"00995f59-79d4-4822-92a0-1d6157b29555","B_bloodPressure_normal","17","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":4,""input"":2,""keydown"":3,""keyup"":3,""mousemove"":27,""mousedown"":5,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_normal","18","D_bloodPressure_normal_systolic_value","completed","undefined","100.00","undefined","What is the systolic value?","138","138","16639","16639","2026-02-19T18:59:20.779Z","2026-02-19T18:59:37.418Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_normal","18","D_bloodPressure_normal_diastolic_value","completed","undefined","100.00","undefined","What is the diastolic value?","87","87","16639","16639","2026-02-19T18:59:20.779Z","2026-02-19T18:59:37.418Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_normal","18","D_bloodPressure_normal_systolic_normal","completed","undefined","100.00","undefined","Is systolic normal?","Yes","Yes","16639","16639","2026-02-19T18:59:20.779Z","2026-02-19T18:59:37.418Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_normal","18","D_bloodPressure_normal_diastolic_normal","completed","undefined","100.00","undefined","Is diastolic normal?","Yes","Yes","16639","16639","2026-02-19T18:59:20.779Z","2026-02-19T18:59:37.418Z"
"00995f59-79d4-4822-92a0-1d6157b29555","D_bloodPressure_normal","18","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":6,""input"":4,""keydown"":6,""keyup"":6,""mousemove"":37,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"00995f59-79d4-4822-92a0-1d6157b29555","study-results","19","","completed","undefined","100.00","undefined","undefined","undefined","undefined","5353","5353","2026-02-19T18:59:37.755Z","2026-02-19T18:59:43.108Z"
"00995f59-79d4-4822-92a0-1d6157b29555","study-results","19","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","introduction","0","","completed","undefined","100.00","undefined","undefined","undefined","undefined","12067","12067","2026-02-19T23:27:43.477Z","2026-02-19T23:27:55.544Z"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","introduction","0","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":1}","undefined","undefined","undefined","undefined","undefined"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","participant-stats","1","q1-age","completed","undefined","100.00","undefined","What is your age group?","18-40","undefined","3571","3571","2026-02-19T23:27:55.601Z","2026-02-19T23:27:59.172Z"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","participant-stats","1","windowEvents","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","B_bloodGlucose_normal","2","B_bloodGlucose_normal_fasting_value","completed","undefined","100.00","undefined","What is the fasting blood glucose value?","4","4","86588","36422","2026-02-19T23:27:59.222Z","2026-02-19T23:29:25.810Z"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","B_bloodGlucose_normal","2","B_bloodGlucose_normal_postprandial_value","completed","undefined","100.00","undefined","What is the two hours postprandial blood glucose value?","5","5","86588","36422","2026-02-19T23:27:59.222Z","2026-02-19T23:29:25.810Z"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","B_bloodGlucose_normal","2","B_bloodGlucose_normal_fasting_normal","completed","undefined","100.00","undefined","Is fasting blood glucose normal?","Yes","Yes","86588","36422","2026-02-19T23:27:59.222Z","2026-02-19T23:29:25.810Z"
"02279a6e-b9cf-4e1e-94d9-3d71609e88c4","B_bloodGlucose_normal","2","B_bloodGlucose_normal_postprandial_normal","completed","undefined","100.00","undefined","Is two hours postprandial blood glucose normal?","Yes","Yes","86588","36422","2026-02-19T23:27:59.222Z","2026-02-19T23:29:25.810Z"
